# Lecture 37 - 3D space frame (truss), converted for StructLab. SI units, Z up.
# Source: Vertices.csv / Edges.csv / Force-Data.csv / Restraint-Data.csv + notebook constants
# E = 200 GPa, A = 0.005 m2 for every member; bars (pin-pin, axial only).
#NODES
id,x,y,z
1824,433,408,bar,2e+11,0.005
1825,432,408,bar,2e+11,0.005
1826,465,435,bar,2e+11,0.005
1827,458,435,bar,2e+11,0.005
1828,458,414,bar,2e+11,0.005
1829,438,458,bar,2e+11,0.005
1830,464,436,bar,2e+11,0.005
1831,454,434,bar,2e+11,0.005
1832,463,437,bar,2e+11,0.005
1833,463,436,bar,2e+11,0.005
1834,435,463,bar,2e+11,0.005
1835,437,464,bar,2e+11,0.005
1836,437,462,bar,2e+11,0.005
1837,439,465,bar,2e+11,0.005
1838,438,465,bar,2e+11,0.005
1839,450,432,bar,2e+11,0.005
1840,450,428,bar,2e+11,0.005
1841,427,403,bar,2e+11,0.005
1842,427,405,bar,2e+11,0.005
1843,431,405,bar,2e+11,0.005
1844,438,415,bar,2e+11,0.005
1845,415,439,bar,2e+11,0.005
1846,465,443,bar,2e+11,0.005
1847,458,443,bar,2e+11,0.005
1848,462,410,bar,2e+11,0.005
1849,464,410,bar,2e+11,0.005
1850,463,442,bar,2e+11,0.005
1851,464,413,bar,2e+11,0.005
1852,458,409,bar,2e+11,0.005
1853,435,409,bar,2e+11,0.005
1854,463,409,bar,2e+11,0.005
1855,461,441,bar,2e+11,0.005
1856,461,410,bar,2e+11,0.005
1857,433,407,bar,2e+11,0.005
1858,449,432,bar,2e+11,0.005
1859,477,453,bar,2e+11,0.005
1860,477,451,bar,2e+11,0.005
1861,456,477,bar,2e+11,0.005
1862,452,477,bar,2e+11,0.005
1863,446,424,bar,2e+11,0.005
1864,445,424,bar,2e+11,0.005
1865,445,426,bar,2e+11,0.005
1866,470,425,bar,2e+11,0.005
1867,470,431,bar,2e+11,0.005
1868,469,448,bar,2e+11,0.005
1869,447,469,bar,2e+11,0.005
1870,447,428,bar,2e+11,0.005
1871,469,428,bar,2e+11,0.005
1872,480,455,bar,2e+11,0.005
1873,480,457,bar,2e+11,0.005
1874,480,458,bar,2e+11,0.005
1875,459,437,bar,2e+11,0.005
1876,477,454,bar,2e+11,0.005
1877,457,479,bar,2e+11,0.005
1878,479,437,bar,2e+11,0.005
1879,455,479,bar,2e+11,0.005
1880,457,437,bar,2e+11,0.005
1881,479,459,bar,2e+11,0.005
1882,479,456,bar,2e+11,0.005
1883,486,460,bar,2e+11,0.005
1884,485,460,bar,2e+11,0.005
1885,460,480,bar,2e+11,0.005
1886,449,428,bar,2e+11,0.005
1887,449,469,bar,2e+11,0.005
1888,469,427,bar,2e+11,0.005
1889,469,431,bar,2e+11,0.005
1890,448,431,bar,2e+11,0.005
1891,470,426,bar,2e+11,0.005
1892,448,470,bar,2e+11,0.005
1893,466,426,bar,2e+11,0.005
1894,448,466,bar,2e+11,0.005
1895,470,445,bar,2e+11,0.005
1896,466,445,bar,2e+11,0.005
1897,466,446,bar,2e+11,0.005
1898,485,465,bar,2e+11,0.005
1899,485,439,bar,2e+11,0.005
1900,439,486,bar,2e+11,0.005
1901,480,465,bar,2e+11,0.005
1902,485,438,bar,2e+11,0.005
1903,480,435,bar,2e+11,0.005
1904,455,435,bar,2e+11,0.005
1905,457,435,bar,2e+11,0.005
1906,445,422,bar,2e+11,0.005
1907,451,433,bar,2e+11,0.005
1908,473,449,bar,2e+11,0.005
1909,476,453,bar,2e+11,0.005
1910,501,483,bar,2e+11,0.005
1911,501,475,bar,2e+11,0.005
1912,500,467,bar,2e+11,0.005
1913,467,446,bar,2e+11,0.005
1914,500,446,bar,2e+11,0.005
1915,500,466,bar,2e+11,0.005
1916,468,448,bar,2e+11,0.005
1917,491,472,bar,2e+11,0.005
1918,488,472,bar,2e+11,0.005
1919,491,447,bar,2e+11,0.005
1920,488,447,bar,2e+11,0.005
1921,474,453,bar,2e+11,0.005
1922,473,453,bar,2e+11,0.005
1923,503,478,bar,2e+11,0.005
1924,495,478,bar,2e+11,0.005
1925,495,480,bar,2e+11,0.005
1926,502,482,bar,2e+11,0.005
1927,502,481,bar,2e+11,0.005
1928,502,479,bar,2e+11,0.005
1929,478,502,bar,2e+11,0.005
1930,482,501,bar,2e+11,0.005
1931,481,501,bar,2e+11,0.005
1932,484,503,bar,2e+11,0.005
1933,484,504,bar,2e+11,0.005
1934,473,447,bar,2e+11,0.005
1935,473,491,bar,2e+11,0.005
1936,476,491,bar,2e+11,0.005
1937,473,488,bar,2e+11,0.005
1938,488,469,bar,2e+11,0.005
1939,488,448,bar,2e+11,0.005
1940,472,448,bar,2e+11,0.005
1941,488,468,bar,2e+11,0.005
1942,468,500,bar,2e+11,0.005
1943,471,500,bar,2e+11,0.005
1944,504,460,bar,2e+11,0.005
1945,504,486,bar,2e+11,0.005
1946,503,460,bar,2e+11,0.005
1947,495,460,bar,2e+11,0.005
1948,501,456,bar,2e+11,0.005
1949,482,456,bar,2e+11,0.005
1950,502,457,bar,2e+11,0.005
1951,482,459,bar,2e+11,0.005
1952,504,485,bar,2e+11,0.005
1953,495,455,bar,2e+11,0.005
1954,478,455,bar,2e+11,0.005
1955,502,455,bar,2e+11,0.005
1956,475,452,bar,2e+11,0.005
1957,500,445,bar,2e+11,0.005
1958,475,456,bar,2e+11,0.005
1959,474,451,bar,2e+11,0.005
1960,512,473,bar,2e+11,0.005
1961,497,515,bar,2e+11,0.005
1962,515,476,bar,2e+11,0.005
1963,497,526,bar,2e+11,0.005
1964,526,483,bar,2e+11,0.005
1965,527,497,bar,2e+11,0.005
1966,493,527,bar,2e+11,0.005
1967,527,483,bar,2e+11,0.005
1968,496,527,bar,2e+11,0.005
1969,525,487,bar,2e+11,0.005
1970,487,467,bar,2e+11,0.005
1971,525,467,bar,2e+11,0.005
1972,525,471,bar,2e+11,0.005
1973,509,468,bar,2e+11,0.005
1974,509,472,bar,2e+11,0.005
1975,490,508,bar,2e+11,0.005
1976,489,508,bar,2e+11,0.005
1977,526,476,bar,2e+11,0.005
1978,512,476,bar,2e+11,0.005
1979,528,492,bar,2e+11,0.005
1980,522,492,bar,2e+11,0.005
1981,522,494,bar,2e+11,0.005
1982,522,495,bar,2e+11,0.005
1983,498,522,bar,2e+11,0.005
1984,496,481,bar,2e+11,0.005
1985,497,483,bar,2e+11,0.005
1986,494,521,bar,2e+11,0.005
1987,521,481,bar,2e+11,0.005
1988,492,521,bar,2e+11,0.005
1989,494,481,bar,2e+11,0.005
1990,521,496,bar,2e+11,0.005
1991,521,493,bar,2e+11,0.005
1992,499,528,bar,2e+11,0.005
1993,498,528,bar,2e+11,0.005
1994,512,491,bar,2e+11,0.005
1995,512,490,bar,2e+11,0.005
1996,515,490,bar,2e+11,0.005
1997,512,489,bar,2e+11,0.005
1998,489,472,bar,2e+11,0.005
1999,508,472,bar,2e+11,0.005
2000,489,509,bar,2e+11,0.005
2001,509,471,bar,2e+11,0.005
2002,505,471,bar,2e+11,0.005
2003,505,487,bar,2e+11,0.005
2004,498,484,bar,2e+11,0.005
2005,484,499,bar,2e+11,0.005
2006,528,503,bar,2e+11,0.005
2007,522,503,bar,2e+11,0.005
2008,496,482,bar,2e+11,0.005
2009,522,478,bar,2e+11,0.005
2010,492,478,bar,2e+11,0.005
2011,494,478,bar,2e+11,0.005
2012,527,475,bar,2e+11,0.005
2013,525,500,bar,2e+11,0.005
2014,527,501,bar,2e+11,0.005
2015,526,474,bar,2e+11,0.005
2016,541,518,bar,2e+11,0.005
2017,541,516,bar,2e+11,0.005
2018,516,497,bar,2e+11,0.005
2019,519,541,bar,2e+11,0.005
2020,517,541,bar,2e+11,0.005
2021,517,497,bar,2e+11,0.005
2022,553,506,bar,2e+11,0.005
2023,506,487,bar,2e+11,0.005
2024,553,487,bar,2e+11,0.005
2025,553,505,bar,2e+11,0.005
2026,535,513,bar,2e+11,0.005
2027,535,511,bar,2e+11,0.005
2028,535,490,bar,2e+11,0.005
2029,511,490,bar,2e+11,0.005
2030,524,554,bar,2e+11,0.005
2031,556,524,bar,2e+11,0.005
2032,541,497,bar,2e+11,0.005
2033,520,545,bar,2e+11,0.005
2034,545,521,bar,2e+11,0.005
2035,554,520,bar,2e+11,0.005
2036,545,523,bar,2e+11,0.005
2037,545,519,bar,2e+11,0.005
2038,555,524,bar,2e+11,0.005
2039,514,490,bar,2e+11,0.005
2040,514,535,bar,2e+11,0.005
2041,518,535,bar,2e+11,0.005
2042,511,489,bar,2e+11,0.005
2043,507,553,bar,2e+11,0.005
2044,510,553,bar,2e+11,0.005
2045,556,528,bar,2e+11,0.005
2046,556,499,bar,2e+11,0.005
2047,499,557,bar,2e+11,0.005
2048,555,528,bar,2e+11,0.005
2049,519,493,bar,2e+11,0.005
2050,523,493,bar,2e+11,0.005
2051,520,494,bar,2e+11,0.005
2052,523,496,bar,2e+11,0.005
2053,556,498,bar,2e+11,0.005
2054,524,492,bar,2e+11,0.005
2055,554,492,bar,2e+11,0.005
2056,520,492,bar,2e+11,0.005
2057,553,525,bar,2e+11,0.005
2058,517,493,bar,2e+11,0.005
2059,537,514,bar,2e+11,0.005
2060,540,518,bar,2e+11,0.005
2061,530,506,bar,2e+11,0.005
2062,529,506,bar,2e+11,0.005
2063,529,510,bar,2e+11,0.005
2064,531,507,bar,2e+11,0.005
2065,531,513,bar,2e+11,0.005
2066,538,518,bar,2e+11,0.005
2067,537,518,bar,2e+11,0.005
2068,549,524,bar,2e+11,0.005
2069,533,511,bar,2e+11,0.005
2070,533,513,bar,2e+11,0.005
2071,536,513,bar,2e+11,0.005
2072,531,510,bar,2e+11,0.005
2073,532,510,bar,2e+11,0.005
2074,543,519,bar,2e+11,0.005
2075,547,519,bar,2e+11,0.005
2076,544,520,bar,2e+11,0.005
2077,547,523,bar,2e+11,0.005
2078,539,517,bar,2e+11,0.005
2079,539,519,bar,2e+11,0.005
2080,538,516,bar,2e+11,0.005
2081,61,558,bar,2e+11,0.005
2082,77,559,bar,2e+11,0.005
2083,492,560,bar,2e+11,0.005
2084,508,561,bar,2e+11,0.005
2085,157,558,bar,2e+11,0.005
2086,202,559,bar,2e+11,0.005
2087,409,560,bar,2e+11,0.005
2088,405,561,bar,2e+11,0.005
2089,20,558,bar,2e+11,0.005
2090,23,559,bar,2e+11,0.005
2091,493,560,bar,2e+11,0.005
2092,515,561,bar,2e+11,0.005
#SUPPORTS
node,rx,ry,rz
558,1,1,1
559,1,1,1
560,1,1,1
561,1,1,1
#FORCES
node,Fx,Fy,Fz
2,0,0,-1000
5,0,0,-1000
7,0,0,-1000
10,0,0,-1000
14,0,0,-1000
16,0,0,-1000
19,0,0,-1000
24,0,0,-1000
26,0,0,-1000
27,0,0,-1000
29,0,0,-1000
31,0,0,-1000
34,0,0,-1000
37,0,0,-1000
39,0,0,-1000
40,0,0,-1000
42,0,0,-1000
45,0,0,-1000
48,0,0,-1000
54,0,0,-1000
57,0,0,-1000
60,0,0,-1000
62,0,0,-1000
63,0,0,-1000
67,0,0,-1000
68,0,0,-1000
70,0,0,-1000
74,0,0,-1000
76,0,0,-1000
78,0,0,-1000
81,0,0,-1000
84,0,0,-1000
86,0,0,-1000
88,0,0,-1000
92,0,0,-1000
93,0,0,-1000
96,0,0,-1000
99,0,0,-1000
101,0,0,-1000
102,0,0,-1000
103,0,0,-1000
106,0,0,-1000
108,0,0,-1000
109,0,0,-1000
110,0,0,-1000
111,0,0,-1000
112,0,0,-1000
113,0,0,-1000
114,0,0,-1000
116,0,0,-1000
117,0,0,-1000
118,0,0,-1000
119,0,0,-1000
120,0,0,-1000
121,0,0,-1000
122,0,0,-1000
123,0,0,-1000
127,0,0,-1000
128,0,0,-1000
129,0,0,-1000
130,0,0,-1000
131,0,0,-1000
135,0,0,-1000
138,0,0,-1000
143,0,0,-1000
145,0,0,-1000
148,0,0,-1000
150,0,0,-1000
151,0,0,-1000
152,0,0,-1000
154,0,0,-1000
161,0,0,-1000
163,0,0,-1000
165,0,0,-1000
166,0,0,-1000
167,0,0,-1000
169,0,0,-1000
170,0,0,-1000
172,0,0,-1000
173,0,0,-1000
177,0,0,-1000
182,0,0,-1000
183,0,0,-1000
186,0,0,-1000
187,0,0,-1000
189,0,0,-1000
193,0,0,-1000
194,0,0,-1000
195,0,0,-1000
196,0,0,-1000
201,0,0,-1000
203,0,0,-1000
204,0,0,-1000
205,0,0,-1000
208,0,0,-1000
209,0,0,-1000
210,0,0,-1000
211,0,0,-1000
213,0,0,-1000
215,0,0,-1000
217,0,0,-1000
222,0,0,-1000
225,0,0,-1000
226,0,0,-1000
228,0,0,-1000
231,0,0,-1000
233,0,0,-1000
236,0,0,-1000
238,0,0,-1000
239,0,0,-1000
242,0,0,-1000
245,0,0,-1000
247,0,0,-1000
248,0,0,-1000
251,0,0,-1000
256,0,0,-1000
261,0,0,-1000
264,0,0,-1000
266,0,0,-1000
269,0,0,-1000
270,0,0,-1000
272,0,0,-1000
274,0,0,-1000
275,0,0,-1000
277,0,0,-1000
279,0,0,-1000
282,0,0,-1000
288,0,0,-1000
289,0,0,-1000
290,0,0,-1000
291,0,0,-1000
292,0,0,-1000
294,0,0,-1000
296,0,0,-1000
298,0,0,-1000
302,0,0,-1000
303,0,0,-1000
307,0,0,-1000
312,0,0,-1000
313,0,0,-1000
314,0,0,-1000
315,0,0,-1000
317,0,0,-1000
320,0,0,-1000
321,0,0,-1000
322,0,0,-1000
323,0,0,-1000
324,0,0,-1000
328,0,0,-1000
329,0,0,-1000
332,0,0,-1000
333,0,0,-1000
334,0,0,-1000
336,0,0,-1000
337,0,0,-1000
338,0,0,-1000
340,0,0,-1000
342,0,0,-1000
343,0,0,-1000
350,0,0,-1000
351,0,0,-1000
352,0,0,-1000
357,0,0,-1000
358,0,0,-1000
359,0,0,-1000
366,0,0,-1000
367,0,0,-1000
368,0,0,-1000
369,0,0,-1000
370,0,0,-1000
371,0,0,-1000
373,0,0,-1000
376,0,0,-1000
377,0,0,-1000
379,0,0,-1000
380,0,0,-1000
383,0,0,-1000
384,0,0,-1000
385,0,0,-1000
387,0,0,-1000
389,0,0,-1000
390,0,0,-1000
391,0,0,-1000
394,0,0,-1000
396,0,0,-1000
400,0,0,-1000
402,0,0,-1000
403,0,0,-1000
407,0,0,-1000
412,0,0,-1000
413,0,0,-1000
414,0,0,-1000
416,0,0,-1000
417,0,0,-1000
418,0,0,-1000
422,0,0,-1000
425,0,0,-1000
427,0,0,-1000
430,0,0,-1000
432,0,0,-1000
433,0,0,-1000
438,0,0,-1000
440,0,0,-1000
441,0,0,-1000
442,0,0,-1000
444,0,0,-1000
445,0,0,-1000
449,0,0,-1000
451,0,0,-1000
452,0,0,-1000
457,0,0,-1000
458,0,0,-1000
459,0,0,-1000
461,0,0,-1000
463,0,0,-1000
464,0,0,-1000
468,0,0,-1000
469,0,0,-1000
470,0,0,-1000
473,0,0,-1000
474,0,0,-1000
475,0,0,-1000
480,0,0,-1000
482,0,0,-1000
485,0,0,-1000
488,0,0,-1000
489,0,0,-1000
494,0,0,-1000
495,0,0,-1000
496,0,0,-1000
498,0,0,-1000
500,0,0,-1000
502,0,0,-1000
504,0,0,-1000
507,0,0,-1000
509,0,0,-1000
511,0,0,-1000
512,0,0,-1000
514,0,0,-1000
516,0,0,-1000
517,0,0,-1000
520,0,0,-1000
522,0,0,-1000
523,0,0,-1000
524,0,0,-1000
525,0,0,-1000
526,0,0,-1000
527,0,0,-1000
529,0,0,-1000
531,0,0,-1000
533,0,0,-1000
537,0,0,-1000
538,0,0,-1000
539,0,0,-1000
544,0,0,-1000
547,0,0,-1000
549,0,0,-1000
551,0,0,-1000
553,0,0,-1000
556,0,0,-1000
